n,game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Home_ToP,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home xG/S %,Away xG/S %
445,game_2023_445,MOB,PRO,1,5,Away,0.41,2.34,1.54,14,11,4,7,0,0,0,0,16.71%,14.00%
446,game_2023_446,LAR,LRO,1,0,Home,0.38,1.53,0.97,14,10,4,2,0,0,0,0,10.93%,9.70%
447,game_2023_447,EUG,FOR,0,1,Away,0.32,1.07,1.34,18,15,10,5,0,0,0,0,5.94%,8.93%
448,game_2023_448,LEX,MAN,0,0,Draw,0.52,0.65,1.02,16,9,2,2,0,0,1,0,4.06%,11.33%
449,game_2023_449,ANC,SAS,2,7,Away,0.41,1.42,1.66,19,13,0,4,0,0,0,1,7.47%,12.77%
450,game_2023_450,JAC,SJU,0,0,Draw,0.65,2.13,0.34,15,6,3,3,0,0,0,0,14.20%,5.67%
451,game_2023_451,WIC,BAK,1,2,Away,0.55,1.79,0.93,16,8,7,3,0,0,0,1,11.19%,11.63%
452,game_2023_452,DES,DOV,5,2,Home,0.52,2.13,0.78,7,10,11,3,0,0,0,0,30.43%,7.80%
453,game_2023_453,CHM,SPR,2,2,Draw,0.68,1.73,1.06,18,15,5,5,0,0,1,0,9.61%,7.07%
454,game_2023_454,SFS,BOI,1,1,Draw,0.63,1.47,0.83,25,12,5,1,0,0,0,1,5.88%,6.92%
455,game_2023_455,OAK,TUC,2,0,Home,0.53,1.07,0.67,15,10,7,5,0,0,0,0,7.13%,6.70%
456,game_2023_456,ALB,FAR,1,2,Away,0.53,1.38,0.88,16,6,7,2,0,0,0,0,8.63%,14.67%
457,game_2023_457,AUG,TOL,1,0,Home,0.57,2.11,0.21,20,9,9,5,0,0,0,1,10.55%,2.33%
458,game_2023_458,TAC,REN,0,3,Away,0.51,1.74,1.27,21,18,8,3,0,0,0,0,8.29%,7.06%
459,game_2023_459,DES,CHM,2,3,Away,0.52,0.87,0.55,6,16,0,4,0,0,1,0,14.50%,3.44%
460,game_2023_460,PRO,TOL,3,0,Home,0.4,3.13,0.61,17,5,1,3,0,0,0,0,18.41%,12.20%
461,game_2023_461,SJU,LEX,3,1,Home,0.57,3.01,1.24,18,16,6,5,0,0,0,0,16.72%,7.75%
462,game_2023_462,TOL,CHM,0,3,Away,0.46,1.67,1.6,27,16,7,8,0,0,0,0,6.19%,10.00%
463,game_2023_463,SPR,DES,1,1,Draw,0.28,1.15,0.41,13,13,8,2,0,0,0,0,8.85%,3.15%
464,game_2023_464,FOR,ANC,0,2,Away,0.58,2.14,1.31,11,10,2,3,0,0,0,0,19.45%,13.10%
465,game_2023_465,TUC,SFS,1,3,Away,0.34,0.83,0.92,3,15,3,3,0,0,0,0,27.67%,6.13%
466,game_2023_466,PRO,JAC,0,4,Away,0.39,1.05,1.11,13,12,7,4,0,0,0,0,8.08%,9.25%
467,game_2023_467,MAN,LAR,0,1,Away,0.55,1.42,0.94,13,7,7,2,0,0,0,0,10.92%,13.43%
468,game_2023_468,FAR,OAK,1,4,Away,0.66,1.69,1.56,13,20,8,4,0,0,1,0,13.00%,7.80%
469,game_2023_469,LRO,AUG,1,2,Away,0.55,1.64,0.86,7,12,5,9,0,1,0,1,23.43%,7.17%
470,game_2023_470,BOI,ALB,0,3,Away,0.48,1.37,0.97,15,21,7,7,0,0,1,0,9.13%,4.62%
471,game_2023_471,REN,WIC,2,2,Draw,0.56,1.97,1.56,19,15,7,3,0,0,1,0,10.37%,10.40%
472,game_2023_472,SAS,TAC,1,2,Away,0.42,0.71,0.51,19,12,7,7,0,0,0,0,3.74%,4.25%
473,game_2023_473,DOV,MOB,1,1,Draw,0.51,1.7,0.14,19,10,1,5,0,0,0,0,8.95%,1.40%
474,game_2023_474,BAK,EUG,3,2,Home,0.49,2.68,1.43,17,18,9,6,1,0,2,1,15.76%,7.94%
475,game_2023_475,LRO,LEX,1,2,Away,0.51,2.1,1.3,17,6,5,5,0,0,0,0,12.35%,21.67%
476,game_2023_476,WIC,SPR,1,1,Draw,0.56,1.73,0.57,13,1,1,7,0,0,0,0,13.31%,57.00%
